	acousticness	danceability	instrumentalness	valence	energy	target
1516	0.941	0.349	0.819	0.15	0.227	0
1517	0.935	0.428	0.853	0.171	0.187	0
1518	0.859	0.456	0.475	0.171	0.257	0
1519	0.871	0.421	0.429	0.0718	0.0867	0
1520	0.95	0.34	0.927	0.0728	0.237	0
1521	0.973	0.478	0.939	0.235	0.0757	0
1522	0.854	0.46	0.885	0.16	0.141	0
1523	0.957	0.356	0.096	0.259	0.0937	0
1524	0.974	0.385	0.532	0.186	0.0562	0
1525	0.958	0.4	0.878	0.154	0.144	0
1526	0.967	0.296	0.804	0.066	0.0709	0
1527	0.914	0.425	0.921	0.227	0.136	0
1528	0.988	0.479	0.692	0.0728	0.146	0
1529	0.886	0.466	0.927	0.0877	0.0753	0
1530	0.986	0.371	0.937	0.276	0.0295	0
1531	0.94	0.317	0.298	0.155	0.0302	0
1532	0.946	0.505	0.0127	0.205	0.159	0
1533	0.929	0.55	0.828	0.296	0.249	0
1534	0.623	0.47	0.187	0.0591	0.156	0
1535	0.992	0.447	0.776	0.19	0.163	0
1536	0.921	0.445	0.884	0.22	0.223	0
1537	0.81	0.421	0.0021	0.155	0.0161	0
1538	0.99	0.326	0.887	0.311	0.0575	0
1539	0.87	0.446	0.497	0.176	0.242	0
1540	0.823	0.526	0.777	0.173	0.17	0
1541	0.965	0.445	0.915	0.172	0.0978	0
1542	0.924	0.533	0.932	0.103	0.148	0
1543	0.761	0.383	0.194	0.0999	0.131	0
1544	0.846	0.569	0.852	0.102	0.117	0
1545	0.961	0.484	0.474	0.38	0.0291	0
1546	0.986	0.388	0.956	0.192	0.0354	0
1547	0.857	0.364	0.635	0.0581	0.114	0
1548	0.967	0.539	0.168	0.257	0.0678	0
1549	0.971	0.45	0.88	0.0906	0.0437	0
1550	0.886	0.386	0.878	0.132	0.125	0
1551	0.868	0.42	0.587	0.108	0.105	0
1552	0.971	0.428	0.73	0.312	0.212	0
1553	0.96	0.32	0.904	0.0623	0.156	0
1554	0.96	0.411	0.925	0.0746	0.0416	0
1555	0.748	0.52	0.633	0.134	0.0748	0
1556	0.905	0.42	0.857	0.0513	0.0802	0
1557	0.912	0.399	0.623	0.0621	0.307	0
1558	0.937	0.428	0.658	0.221	0.3	0
1559	0.717	0.423	0.0075	0.19	0.158	0
1560	0.93	0.336	0.732	0.198	0.328	0
1561	0.903	0.257	0.134	0.19	0.216	0
1562	0.901	0.368	0.874	0.172	0.14	0
1563	0.195	0.323	0.694	0.0706	0.118	0
1564	0.978	0.575	0.452	0.289	0.0935	0
1565	0.91	0.421	0.415	0.183	0.0967	0
1566	0.936	0.358	0.34	0.246	0.16	0
1567	0.918	0.331	0.902	0.152	0.0861	0
1568	0.971	0.633	0.871	0.473	0.12	0
1569	0.899	0.461	0.015	0.121	0.0389	0
1570	0.827	0.458	0.805	0.125	0.217	0
1571	0.972	0.448	0.876	0.189	0.0532	0
1572	0.97	0.509	0.911	0.368	0.0461	0
1573	0.949	0.386	0.792	0.128	0.148	0
1574	0.973	0.407	0.0762	0.23	0.106	0
1575	0.967	0.384	0.964	0.301	0.0544	0
1576	0.978	0.514	0.00873	0.235	0.0814	0
1577	0.577	0.848	0.0543	0.622	0.465	0
1578	0.144	0.736	2.29e-06	0.89	0.616	0
1579	0.652	0.865	0.0161	0.879	0.548	0
1580	0.311	0.677	0.000144	0.561	0.738	0
1581	0.273	0.784	0.0107	0.85	0.587	0
1582	0.83	0.534	0.0	0.289	0.582	0
1583	0.826	0.876	0.0	0.932	0.301	0
1584	0.791	0.718	0.0	0.592	0.315	0
1585	0.0071	0.498	0.0	0.673	0.721	0
1586	0.0336	0.89	0.0	0.947	0.891	0
1587	0.649	0.603	0.0	0.441	0.355	0
1588	0.519	0.567	0.0	0.598	0.436	0
1589	0.147	0.554	7.27e-06	0.935	0.844	0
1590	0.461	0.873	1.22e-06	0.972	0.511	0
1591	0.741	0.941	1.06e-05	0.545	0.256	0
1592	0.809	0.802	0.0	0.722	0.288	0
1593	0.278	0.693	1.52e-06	0.851	0.578	0
1594	0.995	0.471	0.934	0.183	0.0148	0
1595	0.915	0.277	0.00654	0.0855	0.0156	0
1596	0.995	0.333	0.819	0.0857	0.0288	0
1597	0.971	0.338	0.328	0.205	0.0539	0
1598	0.953	0.156	0.338	0.0588	0.023	0
1599	0.993	0.294	0.912	0.199	0.142	0
1600	0.913	0.152	0.00204	0.0484	0.0626	0
1601	0.983	0.236	0.452	0.0559	0.0632	0
1602	0.951	0.173	0.526	0.0886	0.0619	0
1603	0.991	0.295	0.884	0.119	0.0918	0
1604	0.0841	0.757	0.0992	0.518	0.867	0
1605	0.0319	0.514	0.171	0.487	0.862	0
1606	0.0682	0.412	0.00739	0.239	0.83	0
1607	0.00623	0.654	0.404	0.281	0.728	0
1608	0.043	0.638	0.0	0.102	0.828	0
1609	0.0316	0.591	0.00203	0.16	0.881	0
1610	0.059	0.624	0.0142	0.292	0.732	0
1611	0.282	0.369	0.0	0.311	0.801	0
1612	0.0058	0.704	0.128	0.0727	0.962	0
1613	0.141	0.48	0.0	0.19	0.878	0
1614	0.0086	0.707	0.00839	0.354	0.471	0
1615	0.00732	0.623	0.16	0.247	0.975	0
1616	0.00837	0.184	0.167	0.213	0.871	0
1617	0.024	0.691	0.0412	0.617	0.951	0
1618	0.00259	0.66	0.0	0.167	0.652	0
1619	0.00338	0.569	0.958	0.113	0.896	0
1620	0.00689	0.798	0.0765	0.766	0.809	0
1621	0.475	0.539	0.104	0.211	0.936	0
1622	0.00695	0.583	0.0241	0.234	0.748	0
1623	0.0362	0.56	0.000963	0.577	0.916	0
1624	0.0144	0.507	0.0	0.406	0.665	0
1625	0.00164	0.703	0.000378	0.222	0.684	0
1626	0.00136	0.526	0.732	0.114	0.861	0
1627	0.0124	0.412	0.000128	0.132	0.871	0
1628	0.0168	0.737	0.0534	0.394	0.614	0
1629	8.45e-05	0.649	0.831	0.0744	0.706	0
1630	0.0896	0.49	0.0	0.564	0.811	0
1631	0.00429	0.502	0.769	0.0605	0.756	0
1632	0.241	0.713	0.0	0.667	0.81	0
1633	0.00338	0.575	0.816	0.208	0.913	0
1634	0.0375	0.747	0.000833	0.763	0.877	0
1635	0.021	0.719	0.672	0.483	0.81	0
1636	0.0732	0.509	2.73e-05	0.185	0.729	0
1637	0.0663	0.393	0.00264	0.293	0.94	0
1638	0.0534	0.605	0.837	0.47	0.873	0
1639	0.0291	0.589	3.2e-06	0.161	0.651	0
1640	0.0344	0.561	0.000151	0.212	0.771	0
1641	0.09	0.692	0.941	0.331	0.898	0
1642	0.00233	0.672	0.127	0.352	0.785	0
1643	0.00626	0.691	0.000562	0.463	0.721	0
1644	0.000552	0.841	0.419	0.197	0.673	0
1645	0.031	0.51	0.0	0.349	0.747	0
1646	0.0583	0.516	1.77e-06	0.182	0.786	0
1647	0.00346	0.723	0.00123	0.271	0.809	0
1648	0.00354	0.568	0.0211	0.57	0.928	0
1649	0.0028	0.476	0.00593	0.144	0.815	0
1650	0.00388	0.605	0.598	0.157	0.642	0
1651	0.0856	0.605	0.000162	0.364	0.884	0
1652	0.00273	0.408	3.04e-05	0.141	0.849	0
1653	0.00158	0.598	0.124	0.0473	0.534	0
1654	0.0344	0.529	4.55e-05	0.102	0.955	0
1655	0.00481	0.475	0.0	0.236	0.838	0
1656	0.0111	0.668	0.17	0.561	0.977	0
1657	0.0178	0.69	0.79	0.533	0.841	0
1658	0.0268	0.624	0.000228	0.39	0.923	0
1659	0.0711	0.719	0.00285	0.356	0.737	0
1660	0.0107	0.631	0.00632	0.558	0.893	0
1661	0.0024	0.54	0.954	0.23	0.933	0
1662	0.306	0.546	0.0	0.255	0.772	0
1663	0.00281	0.608	4.83e-06	0.326	0.878	0
1664	0.0294	0.591	0.0	0.482	0.649	0
1665	0.0314	0.559	1.71e-05	0.644	0.882	0
1666	0.0243	0.631	0.0	0.392	0.838	0
1667	0.0002	0.55	1.44e-06	0.185	0.747	0
1668	0.0082	0.581	0.000369	0.551	0.526	0
1669	0.0359	0.761	0.0	0.933	0.639	0
1670	0.157	0.715	1.75e-06	0.814	0.721	0
1671	0.27	0.67	0.0	0.81	0.348	0
1672	0.0757	0.572	0.0	0.0995	0.853	0
1673	0.114	0.858	0.0	0.365	0.697	0
1674	0.000175	0.537	2.2e-06	0.4	0.624	0
1675	0.0583	0.688	2.87e-06	0.879	0.835	0
1676	0.00436	0.578	0.00128	0.518	0.909	0
1677	0.00107	0.507	8.7e-06	0.275	0.918	0
1678	0.0765	0.54	0.0	0.509	0.661	0
1679	0.00278	0.231	0.00055	0.404	0.791	0
1680	4.82e-05	0.409	2.03e-06	0.339	0.992	0
1681	0.000285	0.458	0.000893	0.462	0.99	0
1682	4.24e-05	0.396	0.631	0.146	0.912	0
1683	1.85e-05	0.55	0.214	0.247	0.917	0
1684	6.04e-05	0.505	1.02e-05	0.267	0.985	0
1685	2.79e-05	0.351	0.0725	0.457	0.915	0
1686	0.00267	0.442	7.92e-06	0.258	0.892	0
1687	0.000353	0.42	0.000747	0.318	0.929	0
1688	0.0245	0.623	0.0	0.691	0.886	0
1689	0.00643	0.585	0.0	0.615	0.757	0
1690	0.0154	0.559	0.0	0.563	0.895	0
1691	0.00172	0.542	0.0104	0.365	0.905	0
1692	0.122	0.7	0.0	0.482	0.714	0
1693	0.119	0.64	0.0	0.5	0.533	0
1694	0.687	0.393	0.0	0.205	0.505	0
1695	0.0109	0.599	8.04e-06	0.458	0.677	0
1696	0.0576	0.591	0.0	0.496	0.866	0
1697	0.0109	0.616	0.0	0.709	0.91	0
1698	0.0197	0.593	0.0	0.47	0.814	0
1699	0.000501	0.581	0.0	0.48	0.86	0
1700	0.0123	0.428	1.47e-05	0.72	0.781	0
1701	0.799	0.66	0.0	0.508	0.255	0
1702	0.474	0.672	0.0	0.464	0.396	0
1703	0.292	0.862	0.0	0.504	0.351	0
1704	0.436	0.696	0.0	0.686	0.439	0
1705	0.167	0.631	0.0	0.459	0.591	0
1706	0.00634	0.637	0.0	0.566	0.507	0
1707	0.226	0.546	0.0	0.494	0.522	0
1708	0.0784	0.593	0.0	0.521	0.872	0
1709	0.112	0.688	0.0	0.773	0.795	0
1710	0.114	0.586	0.0	0.353	0.896	0
1711	0.101	0.403	0.0	0.769	0.883	0
1712	0.0987	0.614	0.0	0.655	0.857	0
1713	0.0735	0.531	0.0	0.608	0.771	0
1714	0.0273	0.599	0.0	0.84	0.888	0
1715	0.178	0.644	0.0	0.852	0.842	0
1716	0.0671	0.543	0.0	0.689	0.852	0
1717	0.219	0.638	0.0	0.292	0.705	0
1718	0.0196	0.437	0.0	0.604	0.802	0
1719	0.000479	0.695	0.0	0.731	0.579	0
1720	0.0117	0.85	0.0	0.717	0.398	0
1721	0.0453	0.841	0.00154	0.596	0.552	0
1722	0.409	0.618	6.32e-06	0.561	0.688	0
1723	0.0029	0.583	6.03e-05	0.57	0.681	0
1724	0.067	0.829	0.0	0.717	0.652	0
1725	0.396	0.635	0.0	0.204	0.53	0
1726	0.267	0.809	1.97e-05	0.879	0.522	0
1727	0.074	0.642	0.0	0.453	0.421	0
1728	0.105	0.563	0.0	0.248	0.487	0
1729	0.468	0.578	0.0	0.561	0.375	0
1730	0.499	0.571	0.0	0.162	0.447	0
1731	0.0788	0.873	0.0071	0.49	0.591	0
1732	0.135	0.729	0.000672	0.918	0.914	0
1733	0.0264	0.815	0.00038	0.681	0.944	0
1734	0.0198	0.571	6.6e-06	0.815	0.87	0
1735	0.3	0.55	0.0	0.462	0.563	0
1736	0.0479	0.647	0.0	0.906	0.87	0
1737	0.44	0.468	0.0	0.298	0.535	0
1738	0.0743	0.754	0.000391	0.865	0.946	0
1739	0.0412	0.841	0.0	0.875	0.866	0
1740	0.00799	0.685	0.0	0.806	0.872	0
1741	0.16	0.773	0.0	0.8	0.801	0
1742	0.066	0.798	1.65e-06	0.893	0.862	0
1743	0.0877	0.527	0.0	0.35	0.578	0
1744	0.0563	0.729	0.0	0.395	0.561	0
1745	0.117	0.697	0.0	0.732	0.856	0
1746	0.24	0.683	0.0	0.486	0.687	0
1747	0.245	0.634	0.0	0.668	0.624	0
1748	0.252	0.571	0.0	0.529	0.77	0
1749	0.0522	0.862	0.00126	0.919	0.479	0
1750	0.397	0.66	0.0	0.779	0.707	0
1751	0.31	0.596	0.0	0.864	0.661	0
1752	0.26	0.725	1.09e-05	0.595	0.487	0
1753	0.00819	0.651	0.0	0.668	0.645	0
1754	0.273	0.699	0.0	0.587	0.592	0
1755	0.304	0.654	0.0	0.458	0.564	0
1756	0.265	0.622	0.000473	0.6	0.503	0
1757	0.117	0.634	2.26e-06	0.187	0.528	0
1758	0.0786	0.779	2.4e-05	0.857	0.711	0
1759	0.0058	0.686	0.00333	0.641	0.952	0
1760	0.0565	0.78	8.19e-05	0.327	0.69	0
1761	0.207	0.833	3.92e-06	0.731	0.677	0
1762	0.00373	0.592	3.23e-05	0.2	0.562	0
1763	0.243	0.652	0.0	0.36	0.473	0
1764	0.0862	0.621	0.0	0.415	0.579	0
1765	0.0925	0.685	0.0	0.734	0.784	0
1766	0.0772	0.733	0.0	0.528	0.744	0
1767	0.0138	0.701	0.0	0.292	0.457	0
1768	0.218	0.408	0.0	0.34	0.582	0
1769	0.0227	0.816	1.53e-06	0.654	0.5	0
1770	0.257	0.662	0.0	0.652	0.507	0
1771	0.466	0.635	0.0	0.586	0.54	0
1772	0.163	0.622	0.0	0.595	0.593	0
1773	0.00541	0.538	0.0	0.919	0.677	0
1774	0.273	0.713	0.0	0.738	0.678	0
1775	0.00543	0.771	0.00157	0.683	0.685	0
1776	0.362	0.73	3.69e-06	0.932	0.602	0
1777	0.139	0.845	0.0	0.455	0.576	0
1778	0.102	0.721	4.4e-06	0.769	0.723	0
1779	0.0382	0.518	2.47e-05	0.254	0.666	0
1780	0.201	0.415	0.0	0.283	0.661	0
1781	0.245	0.319	0.0	0.441	0.664	0
1782	0.787	0.386	1.49e-06	0.153	0.248	0
1783	0.0193	0.439	0.0	0.69	0.906	0
1784	0.789	0.764	0.0	0.773	0.348	0
1785	0.214	0.685	0.0	0.463	0.607	0
1786	0.413	0.454	0.0	0.231	0.521	0
1787	0.831	0.4	0.0	0.354	0.337	0
1788	0.789	0.664	0.0	0.71	0.32	0
1789	0.268	0.562	0.0	0.246	0.659	0
1790	0.74	0.637	0.0	0.531	0.659	0
1791	0.962	0.47	0.0	0.396	0.271	0
1792	0.126	0.758	0.0	0.724	0.699	0
1793	0.0269	0.704	0.0	0.486	0.604	0
1794	0.39	0.712	0.0	0.519	0.62	0
1795	0.00406	0.616	2.56e-06	0.545	0.709	0
1796	0.771	0.658	0.0	0.513	0.566	0
1797	0.0305	0.555	0.0	0.519	0.79	0
1798	0.0278	0.51	3.86e-06	0.767	0.708	0
1799	0.0273	0.487	0.0	0.238	0.759	0
1800	0.0901	0.635	2.61e-06	0.431	0.977	0
1801	0.0637	0.406	0.0	0.404	0.638	0
1802	0.0368	0.277	0.0	0.28	0.604	0
1803	0.19	0.776	0.0	0.51	0.507	0
1804	0.122	0.498	0.0	0.489	0.586	0
1805	0.466	0.657	0.0	0.402	0.485	0
1806	0.104	0.652	5.3e-06	0.647	0.621	0
1807	0.152	0.494	0.0	0.246	0.542	0
1808	0.0458	0.732	0.0	0.763	0.772	0
1809	0.00411	0.557	0.0	0.452	0.796	0
1810	0.211	0.627	2.72e-06	0.5	0.669	0
1811	0.429	0.616	0.0	0.354	0.401	0
1812	0.00486	0.586	2.97e-06	0.331	0.637	0
1813	0.00397	0.763	7.85e-05	0.751	0.569	0
1814	0.256	0.539	0.0	0.494	0.658	0
1815	0.4	0.679	0.0	0.558	0.657	0
1816	0.0156	0.627	4.63e-06	0.677	0.871	0
1817	0.828	0.717	0.0	0.331	0.32	0
1818	0.41	0.694	0.0	0.466	0.472	0
1819	0.299	0.51	0.0	0.305	0.602	0
1820	0.382	0.428	0.0	0.141	0.514	0
1821	0.45	0.551	0.0	0.662	0.527	0
1822	0.0136	0.523	0.000255	0.473	0.828	0
1823	0.00509	0.571	0.0	0.725	0.89	0
1824	0.0535	0.5	0.0	0.743	0.802	0
1825	0.000668	0.493	0.0	0.467	0.956	0
1826	0.00216	0.659	0.0	0.882	0.9	0
1827	0.0236	0.92	0.0158	0.856	0.654	0
1828	0.0491	0.779	7.98e-06	0.918	0.867	0
1829	0.11	0.758	0.0285	0.953	0.927	0
1830	0.0367	0.608	0.000554	0.497	0.816	0
1831	0.43	0.794	1.15e-05	0.268	0.798	0
1832	0.23	0.888	0.000424	0.96	0.815	0
1833	0.00388	0.492	0.0	0.533	0.797	0
1834	0.107	0.632	0.0	0.45	0.518	0
1835	0.143	0.658	0.0	0.655	0.696	0
1836	0.0371	0.672	0.000184	0.452	0.819	0
1837	0.309	0.421	0.000961	0.168	0.407	0
1838	0.0345	0.589	0.0	0.595	0.83	0
1839	0.00159	0.642	0.0	0.441	0.823	0
1840	0.106	0.677	0.0	0.455	0.437	0
1841	0.845	0.24	0.0	0.199	0.16	0
1842	0.0647	0.575	0.000187	0.608	0.886	0
1843	0.197	0.794	9.04e-05	0.813	0.891	0
1844	0.0029	0.555	0.00681	0.488	0.63	0
1845	0.307	0.556	0.00115	0.779	0.517	0
1846	0.413	0.625	0.0	0.123	0.426	0
1847	0.0704	0.689	0.0	0.265	0.677	0
1848	0.0117	0.852	1.96e-05	0.887	0.563	0
1849	0.371	0.814	0.0	0.546	0.431	0
1850	0.0527	0.701	0.0	0.241	0.383	0
1851	0.415	0.773	0.00014	0.411	0.309	0
1852	0.311	0.657	0.0	0.181	0.456	0
1853	0.00947	0.739	2.99e-05	0.762	0.947	0
1854	0.259	0.534	0.0	0.139	0.642	0
1855	0.784	0.485	0.000122	0.255	0.332	0
1856	0.965	0.71	0.0	0.352	0.0565	0
1857	0.524	0.849	0.0	0.771	0.531	0
1858	0.622	0.413	0.00562	0.336	0.439	0
1859	0.904	0.513	9.27e-06	0.381	0.274	0
1860	0.701	0.447	1.56e-06	0.352	0.288	0
1861	0.265	0.546	7.47e-05	0.461	0.76	0
1862	0.286	0.614	2.64e-06	0.255	0.549	0
1863	0.0299	0.604	0.00382	0.585	0.841	0
1864	0.859	0.606	0.00247	0.234	0.411	0
1865	0.323	0.661	0.0222	0.307	0.544	0
1866	0.395	0.644	0.0	0.453	0.523	0
1867	0.208	0.645	0.0	0.395	0.52	0
1868	0.0897	0.499	7.28e-05	0.451	0.94	0
1869	0.185	0.52	0.00785	0.41	0.497	0
1870	0.0754	0.655	0.0	0.571	0.873	0
1871	0.245	0.602	0.0	0.387	0.771	0
1872	0.266	0.626	0.00405	0.187	0.601	0
1873	0.58	0.599	0.276	0.312	0.699	0
1874	0.0331	0.678	1.51e-05	0.687	0.783	0
1875	0.0816	0.611	0.116	0.667	0.487	0
1876	0.994	0.206	0.828	0.0378	0.0347	0
1877	0.00832	0.64	0.0	0.735	0.864	0
1878	0.211	0.581	1.42e-06	0.772	0.817	0
1879	0.00162	0.543	2.1e-06	0.83	0.912	0
1880	9.24e-05	0.547	5.46e-05	0.581	0.693	0
1881	0.00117	0.464	1.46e-06	0.505	0.785	0
1882	0.000372	0.615	0.0204	0.78	0.657	0
1883	0.00131	0.417	0.0	0.501	0.946	0
1884	0.171	0.618	0.0	0.727	0.896	0
1885	0.00913	0.638	0.000843	0.474	0.666	0
1886	0.00468	0.499	0.0	0.869	0.873	0
1887	0.0108	0.743	0.0702	0.934	0.67	0
1888	0.0558	0.6	6.82e-06	0.601	0.811	0
1889	0.0067	0.42	0.0	0.459	0.672	0
1890	0.16	0.561	0.0	0.509	0.555	0
1891	0.000891	0.481	0.0	0.643	0.94	0
1892	0.417	0.566	0.0	0.868	0.804	0
1893	0.0437	0.637	0.0	0.596	0.846	0
1894	0.114	0.483	0.0	0.69	0.818	0
1895	0.219	0.701	0.0	0.895	0.261	0
1896	0.00971	0.498	0.775	0.781	0.685	0
1897	0.00133	0.291	5.61e-06	0.493	0.79	0
1898	0.0271	0.48	3.24e-06	0.646	0.891	0
1899	0.25	0.58	1.83e-05	0.372	0.575	0
1900	0.35	0.926	6.17e-06	0.903	0.916	0
1901	0.0584	0.967	0.0	0.965	0.583	0
1902	0.0823	0.741	0.0	0.616	0.748	0
1903	0.185	0.757	5.56e-05	0.887	0.725	0
1904	0.173	0.618	0.000226	0.919	0.794	0
1905	0.139	0.671	0.0	0.82	0.727	0
1906	0.0251	0.743	0.000717	0.604	0.675	0
1907	0.0661	0.639	0.02	0.668	0.849	0
1908	0.00129	0.494	0.0	0.713	0.946	0
1909	0.101	0.768	0.0	0.876	0.864	0
1910	0.0028	0.686	7.16e-06	0.784	0.915	0
1911	0.313	0.593	0.000582	0.755	0.642	0
1912	0.25	0.295	0.0	0.361	0.593	0
1913	1.92e-05	0.439	1.21e-05	0.516	0.931	0
1914	0.16	0.609	4.73e-06	0.96	0.923	0
1915	0.161	0.667	0.0	0.449	0.728	0
1916	0.43	0.566	0.0	0.785	0.705	0
1917	0.0534	0.748	0.0	0.962	0.939	0
1918	0.0962	0.72	0.0	0.964	0.898	0
1919	0.0449	0.706	1.04e-06	0.616	0.893	0
1920	0.153	0.831	0.00213	0.808	0.921	0
1921	0.0863	0.675	7.58e-06	0.57	0.553	0
1922	0.363	0.622	0.000158	0.758	0.692	0
1923	0.000501	0.749	0.00403	0.461	0.745	0
1924	0.0296	0.6	7.1e-05	0.527	0.931	0
1925	0.0475	0.559	0.000176	0.608	0.868	0
1926	0.632	0.631	4.64e-05	0.268	0.363	0
1927	0.284	0.778	0.0	0.767	0.824	0
1928	0.00542	0.875	2.54e-06	0.552	0.631	0
1929	0.00281	0.633	1.29e-05	0.471	0.976	0
1930	0.101	0.835	0.0	0.826	0.687	0
1931	0.0446	0.853	3.37e-05	0.558	0.676	0
1932	0.0559	0.514	0.0	0.614	0.911	0
1933	0.00125	0.649	4.31e-05	0.774	0.815	0
1934	0.265	0.793	6.84e-06	0.859	0.832	0
1935	0.12	0.851	1.39e-06	0.769	0.806	0
1936	0.0572	0.585	7.74e-06	0.43	0.776	0
1937	0.132	0.658	0.0	0.929	0.781	0
1938	0.121	0.81	3.39e-06	0.853	0.885	0
1939	0.0174	0.757	6.04e-06	0.853	0.902	0
1940	0.00599	0.618	0.0	0.949	0.96	0
1941	0.0561	0.766	0.0	0.964	0.725	0
1942	0.00733	0.845	5.04e-06	0.954	0.768	0
1943	0.0581	0.64	0.0	0.68	0.947	0
1944	0.0803	0.524	1.37e-05	0.237	0.429	0
1945	0.573	0.498	0.0	0.402	0.467	0
1946	0.284	0.672	0.000608	0.652	0.709	0
1947	0.674	0.528	0.0	0.49	0.271	0
1948	0.453	0.511	0.000212	0.142	0.453	0
1949	0.342	0.53	4.28e-06	0.495	0.445	0
1950	0.707	0.433	3.75e-06	0.0384	0.364	0
1951	0.267	0.563	0.0	0.81	0.847	0
1952	0.25	0.764	0.000112	0.967	0.811	0
1953	0.00754	0.653	0.0	0.413	0.933	0
1954	0.422	0.927	4.36e-05	0.966	0.721	0
1955	0.16	0.85	0.523	0.963	0.623	0
1956	0.441	0.762	0.0	0.776	0.705	0
1957	0.0336	0.959	0.0	0.733	0.545	0
1958	0.154	0.664	0.000307	0.728	0.679	0
1959	0.719	0.836	1.4e-05	0.575	0.395	0
1960	0.537	0.191	1.23e-06	0.545	0.664	0
1961	0.00769	0.771	0.0013	0.524	0.812	0
1962	0.0588	0.653	0.0	0.809	0.748	0
1963	0.721	0.366	0.000636	0.262	0.363	0
1964	0.00513	0.685	0.00347	0.627	0.948	0
1965	0.677	0.423	0.0	0.298	0.655	0
1966	0.483	0.687	0.0	0.974	0.724	0
1967	0.00141	0.895	0.000383	0.893	0.883	0
1968	0.0459	0.616	0.0	0.684	0.91	0
1969	0.288	0.668	0.0	0.512	0.897	0
1970	0.0364	0.549	1.94e-06	0.462	0.576	0
1971	0.141	0.615	0.0	0.707	0.403	0
1972	0.0423	0.854	0.00576	0.818	0.903	0
1973	0.00135	0.446	0.0	0.52	0.764	0
1974	0.000204	0.614	0.504	0.615	0.873	0
1975	8.67e-05	0.485	0.0	0.55	0.911	0
1976	0.000102	0.446	1.89e-05	0.884	0.9	0
1977	0.0707	0.947	0.0	0.837	0.829	0
1978	0.17	0.466	0.0	0.393	0.72	0
1979	0.342	0.591	0.363	0.38	0.75	0
1980	0.00574	0.682	0.0	0.347	0.812	0
1981	0.181	0.585	1.03e-05	0.173	0.612	0
1982	0.00194	0.616	0.00235	0.81	0.908	0
1983	0.626	0.682	0.43	0.963	0.518	0
1984	0.119	0.904	0.0147	0.722	0.517	0
1985	0.00701	0.578	0.0	0.619	0.866	0
1986	0.00173	0.472	0.0	0.343	0.844	0
1987	0.0283	0.421	0.0	0.489	0.831	0
1988	8.39e-05	0.467	0.00204	0.577	0.794	0
1989	0.000797	0.48	1.01e-06	0.701	0.826	0
1990	0.00059	0.594	3.11e-06	0.646	0.858	0
1991	0.000366	0.544	0.0	0.821	0.788	0
1992	0.00749	0.446	0.0	0.428	0.881	0
1993	0.0019	0.551	0.0	0.628	0.732	0
1994	0.51	0.63	2.26e-05	0.714	0.772	0
1995	0.0202	0.333	0.0	0.129	0.913	0
1996	0.00363	0.743	0.143	0.186	0.889	0
1997	0.00087	0.465	0.0146	0.554	0.953	0
1998	0.0316	0.68	1.81e-05	0.26	0.725	0
1999	0.00499	0.619	0.000418	0.257	0.949	0
2000	0.0935	0.52	0.0035	0.362	0.809	0
2001	0.00262	0.484	0.0	0.266	0.609	0
2002	0.0301	0.583	3.25e-06	0.321	0.891	0
2003	0.000461	0.562	0.0383	0.311	0.96	0
2004	0.0969	0.595	0.0	0.183	0.975	0
2005	0.0216	0.526	1.39e-06	0.108	0.825	0
2006	0.178	0.501	2.7e-06	0.307	0.683	0
2007	0.00217	0.639	0.112	0.494	0.978	0
2008	0.0541	0.646	0.0	0.589	0.714	0
2009	0.00499	0.595	0.0359	0.331	0.837	0
2010	0.00231	0.624	0.121	0.442	0.971	0
2011	0.000586	0.528	0.00489	0.327	0.879	0
2012	0.00106	0.584	0.00269	0.211	0.932	0
2013	0.0877	0.894	0.00167	0.867	0.892	0
2014	0.00857	0.637	0.00399	0.47	0.935	0
2015	0.00164	0.557	0.677	0.623	0.992	0
2016	0.00281	0.446	3.87e-05	0.402	0.915	0
